# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
5.192802232620123704e+01,3.303625674434574648e+02,8.421353272027796155e-01,-3.526596017819336876e-02,2.197068182498100337e-03
5.296891553308680045e+01,3.303767460347497149e+02,4.622400263154204936e-01,-3.627989156560249701e-02,2.184791832695874656e-03
5.403067336411177735e+01,3.299089437501943394e+02,4.416368764064000918e-01,-3.699803513367756758e-02,3.458386504763857373e-03
5.511371404905961668e+01,3.299077047489953429e+02,5.737510080138213953e-01,-3.732376782252377900e-02,1.932409964792130685e-03
5.621846420109751818e+01,3.301456572016531368e+02,7.017802052471642238e-01,-3.787963555575694918e-02,2.369982753684549744e-03
5.734535898482076277e+01,3.300740416422830776e+02,7.034604311368065632e-01,-3.888387294807094108e-02,1.252852839063002934e-03
5.849484228766541349e+01,3.302122974889751390e+02,5.722553437296477030e-01,-4.002644647072641643e-02,1.152677919365245130e-03
5.966736689475699507e+01,3.298007454159185841e+02,7.432069188529163428e-01,-3.990466468635513880e-02,2.627578877223390487e-03
6.086339466726398229e+01,3.300487559923208778e+02,6.109271154774938983e-01,-4.160033758001691062e-02,3.049520194437651752e-03
6.208339672432640555e+01,3.301522705369496862e+02,9.609290041915315994e-01,-4.262888269930553697e-02,1.685214433923355563e-03
6.332785362863113221e+01,3.300035446730533977e+02,1.011403258842545894e+00,-4.350779867313016996e-02,2.092830220146288736e-03
6.459725557570709498e+01,3.302620536132735083e+02,7.808218916934446252e-01,-4.331046437746426114e-02,1.807285702535090487e-03
6.589210258701483269e+01,3.301064496805391286e+02,7.499020208228628359e-01,-4.615927739298526788e-02,1.659313198467358367e-03
6.721290470690649954e+01,3.297863635676141598e+02,4.497297828953332188e-01,-4.744163242321661894e-02,1.203546986592533797e-03
6.856018220353405468e+01,3.300197042058890702e+02,5.546118981144556592e-01,-4.679819919682759455e-02,2.111892164371147965e-03
6.993446577378443862e+01,3.304786745017854059e+02,6.741123282354001267e-01,-4.745376982196040927e-02,8.996466349755073266e-04
7.133629675232282352e+01,3.301690500473511634e+02,6.207602669090478420e-01,-4.885414379129149332e-02,1.325085530413675590e-03
7.276622732482601918e+01,3.301766918381257483e+02,7.369687274253765574e-01,-4.974047374836643165e-02,1.766578828031957005e-03
7.422482074549022002e+01,3.299963762319184752e+02,6.004156585396861479e-01,-5.173324255424875673e-02,1.904288150799638259e-03
7.571265155889854270e+01,3.300515697348881758e+02,2.507076984381231832e-01,-5.074993159982747748e-02,1.049299209081864083e-03
7.723030582633604979e+01,3.297261423325220449e+02,4.763748247169566352e-01,-5.122624743856647733e-02,1.766367745591407214e-03
7.877838135664109132e+01,3.298020460187200342e+02,6.318039200237469677e-01,-5.404164643098403886e-02,2.109655251939626490e-03
8.035748794168412701e+01,3.301675449118540655e+02,6.659890261448558890e-01,-5.433942977421372944e-02,1.795447730286593713e-03
8.196824759656668391e+01,3.299773554951040069e+02,8.049378079255177232e-01,-5.545290099128759309e-02,1.532472025046287311e-03
8.361129480463507946e+01,3.299204721042409005e+02,6.274526755969823677e-01,-5.778989725733709587e-02,1.752681973475234741e-03
8.528727676740543018e+01,3.298213873445212130e+02,3.869495631199568741e-01,-5.809116737230368699e-02,2.536899288190411217e-03
8.699685365949835614e+01,3.296995251555669597e+02,6.316962801148677809e-01,-5.972872770070787596e-02,1.356984199606407889e-03
8.874069888868390876e+01,3.299949490192915391e+02,8.627290935586059417e-01,-6.083819592641881435e-02,2.229529016851341562e-03
9.051949936113902595e+01,3.297615178030668517e+02,8.147468024649384688e-01,-6.199425496983757000e-02,2.667624216132099581e-03
9.233395575202200689e+01,3.299322189729658135e+02,8.860781789594999180e-01,-6.267334516664387067e-02,2.064485751773695831e-03
9.418478278147071592e+01,3.296652910351821220e+02,8.174824003466192313e-01,-6.411152366459763052e-02,1.153067166738018815e-03
9.607270949613315736e+01,3.296624723121757370e+02,4.773652659414612809e-01,-6.634535140033608058e-02,1.999596853914046863e-03
9.799847955634119501e+01,3.296185849031033968e+02,6.458995894907675339e-01,-6.764362013130109652e-02,1.894773905961581349e-03
9.996285152904076199e+01,3.299421514296087707e+02,6.124970865216116112e-01,-6.773545768068975348e-02,1.170555211540116793e-03
1.019665991865938821e+02,3.296015436181810401e+02,4.653649853718589413e-01,-7.051679868682106389e-02,1.367637549411528965e-03
1.040105118115695575e+02,3.294787111004854410e+02,6.649560911707957933e-01,-7.235227772491814591e-02,1.990303679201709322e-03
1.060953945076457785e+02,3.293915780652458807e+02,4.534367721363308235e-01,-7.327258640797765232e-02,2.505952254063944021e-03
1.082220685167409044e+02,3.295027288551195852e+02,7.662890069247439984e-01,-7.451165961671893379e-02,2.203973974065441283e-03
1.103913715425051834e+02,3.292456009744328753e+02,4.755356541112173985e-01,-7.554937006939126121e-02,1.826766641038059941e-03
1.126041580802930469e+02,3.295305593848262333e+02,7.344760343524581181e-01,-7.746712004239389437e-02,1.720189114904486973e-03
1.148612997537534000e+02,3.291187817154620348e+02,7.471922883494943601e-01,-7.784535531269191899e-02,1.504215054900557994e-03
1.171636856581631321e+02,3.291894497484212252e+02,9.077148961026575424e-01,-8.002719093674107165e-02,1.283531323034666372e-03
1.195122227106463839e+02,3.297688298428312237e+02,7.390604378067027191e-01,-8.099649630145880352e-02,1.777972905610400748e-03
1.219078360074102250e+02,3.291775242123706562e+02,4.795162865679432618e-01,-8.369205505526897126e-02,1.606053553641908225e-03
1.243514691881448897e+02,3.290846548418232942e+02,7.124061570102991903e-01,-8.503487153245230246e-02,2.053585068345170368e-03
1.268440848077245420e+02,3.293986036812625571e+02,6.031896434976389276e-01,-8.669606632654844325e-02,1.738020908648181279e-03
1.293866647153626275e+02,3.294838654456999620e+02,5.122551397120995720e-01,-8.840588054877721036e-02,2.730445519645532081e-03
1.319802104413633685e+02,3.290368685346983284e+02,5.046644171978453830e-01,-9.032790568653630003e-02,2.195345326476614862e-03
1.346257435916299130e+02,3.290497663543627027e+02,4.156846337246307699e-01,-9.302343029929920071e-02,1.464464935070157112e-03
1.373243062500758924e+02,3.288914339580661022e+02,4.995808353043607597e-01,-9.320909773386225339e-02,2.238720725685413269e-03
1.400769613891077654e+02,3.289797210903251425e+02,6.150637097042479517e-01,-9.608355054339696999e-02,1.895754283121409709e-03
1.428847932883309966e+02,3.283230255371159956e+02,7.387865873225569757e-01,-9.675817126218130837e-02,1.018596381569817928e-03
1.457489079616532024e+02,3.287555582816173114e+02,6.593618976873896198e-01,-9.936529478989797326e-02,2.452331581083994159e-03
1.486704335929444767e+02,3.287814808327015044e+02,7.000696559845088762e-01,-1.009430461266141305e-01,2.073989247330066191e-03
1.516505209804348624e+02,3.285030211750547551e+02,4.640709927889281050e-01,-1.036298398649710129e-01,1.721196731780228351e-03
